titleKey,title,year,type,status,traktId,imdbId,tmdbId,myRating,ratedAt,plays,lastWatchedAt,airedEpisodes,completionStatus,favorite,watchlistedAt,citedBy,genres,overview,keywords,originalLanguage,tmdbVoteAverage,tmdbVoteCount,tmdbPopularity,similarToIds,recommendedIds,similarToTitles,similarToDirectors,subgenres,tones,subjects,era,topCast,releaseDate,runtime,creator,belongsToCollection,tmdbStatus,numberOfSeasons,numberOfEpisodes,tmdbFetchedAt,rottenTomatoes,metacritic,rtAudience,metacriticUser,omdbImdbRating,omdbImdbVotes,oscarWins,oscarNominations,emmyWins,emmyNominations,totalAwardWins,totalAwardNominations,awardsRaw,omdbFetchedAt,excludedFromRecommendations,exclusionReasonCode,exclusionReasonLabel,isRecommendationEligible,predictedScore,confidenceScore,popularityScore,imdbPopularityScore,criticScoreComputed,audienceScoreComputed,awardsScoreComputed,reason
movie:49026,The Dark Knight Rises,2012,movie,Watched,34073,tt1345836,49026,5,2026-09-10T12:19:18.000Z,1,2012-07-20T00:00:00.000Z,,,false,,,Action; Crime; Drama; Thriller,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",airplane; fight; burglar; hostage; secret identity; crime fighter; superhero; villainess; time bomb; based on comic; cover-up; vigilante; tragic hero; mobile; terrorism,en,7.798,24950,51.0679,1492212; 556901; 122252; 573641; 574546; 746333; 403333; 177239; 1336730; 1150672; 174945; 175903; 1147416; 1147400; 1147403; 1147406; 1147411; 364; 381; 388,155; 268; 272; 414906; 232842; 242643; 2503; 13387; 667; 681; 56292; 682; 253; 28932; 27899; 6107; 13291; 21683; 16164; 823625,The Dark Knight; Batman Begins; The Batman; Batman; The Bourne Ultimatum,Tim Burton; Christopher Nolan; Guy Hamilton,superhero,dark,cult-extremism,,Christian Bale; Gary Oldman; Tom Hardy; Joseph Gordon-Levitt; Anne Hathaway,2012-07-17,165,Christopher Nolan,The Dark Knight Collection,,,,2026-09-18,87,78,90,84,8.4,1990749,0,0,0,0,45,103,Nominated for 1 BAFTA Award. 45 wins & 103 nominations total,2026-09-10,false,,,false,72,100,98,100,83,87,100,Creator Match — You've loved 5 titles from director Christopher Nolan before.
show:222766,The Day of the Jackal,2024,show,Watched,203380,tt24053860,222766,8,2024-12-12T00:00:00.000Z,10,1970-01-01T00:00:00.000Z,10,caught-up,false,,,Drama; Action & Adventure; Mystery,"An unrivalled and highly elusive lone assassin, the Jackal, makes his living carrying out hits for the highest fee. But following his latest kill, he meets his match in a tenacious British intelligence officer who starts to track down the Jackal in a thrilling cat-and-mouse chase across Europe, leaving destruction in its wake.",based on novel or book; hitman; political assassination; powerful,en,8.255,1326,33.2905,19; 91909; 275464; 124586; 124587; 124595; 124583; 124585; 28527; 28580; 28379; 207150; 92154; 28672; 58808; 92012; 92024; 275566; 275586; 239053,120911; 111800; 1973; 219760; 47665; 61859; 114922; 129552; 254701; 213306; 262280; 70485; 90795; 262352; 95439; 195868; 98950; 66857; 220801; 72710,24; Black Sails; The Night Manager; The Night Agent; The Terminal List,,spy-espionage; assassin-hitman,suspenseful,crime-consequences,,Eddie Redmayne; Lashana Lynch; Eleanor Matsuura; Chukwudi Iwuji; Úrsula Corberó,2024-11-07,,Ronan Bennett,,Returning Series,1,10,2026-09-18,85,72,77,64,8.1,126887,0,0,0,1,0,24,Nominated for 1 Primetime Emmy. 24 nominations total,2026-09-10,false,,,false,100,95,70,82,79,71,32,Similar Title — Titles you rated highly list this as similar or recommended (10 times).
movie:1422,The Departed,2006,movie,Watched,952,tt0407887,1422,10,2026-09-02T23:45:48.000Z,1,2006-10-05T00:00:00.000Z,,,false,,,Drama; Thriller; Crime,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.","police; undercover; boston, massachusetts; gangster; irish-american; crime boss; friends; remake; mobster; organized crime; mafia; undercover cop; mole; state police; police training",en,8.2,16633,26.8165,122293; 387484; 575869; 1686422; 1316854; 170882; 1721411; 403431; 403450; 403402; 1146369; 589060; 1335879; 29884; 29927; 30033; 30034; 30036; 30159; 30177,8374; 1662; 538207; 9455; 14362; 9569; 11018; 10952; 9516; 186; 43051; 20411; 59; 13054; 47504; 10431; 2142; 14786; 1007427; 3131,Gangs of New York; Lucky Number Slevin; A History of Violence; The Boondock Saints; War,,organized-crime; police-procedural; spy-espionage,gritty; dark; intense; twisty,deception-secrets; law-enforcement; power-corruption,,Leonardo DiCaprio; Matt Damon; Jack Nicholson; Mark Wahlberg; Martin Sheen,2006-10-04,151,Martin Scorsese,,,,,2026-09-18,91,85,94,86,8.5,1551506,4,0,0,0,100,141,Won 4 Oscars. 100 wins & 141 nominations total,2026-09-10,false,,,false,100,100,94,99,88,90,100,Creator Match — You've loved 4 titles from director Martin Scorsese before.
show:65817,The Deuce,2017,show,Watched,111698,tt4998350,65817,8,2019-10-28T00:00:00.000Z,25,1970-01-01T00:00:00.000Z,25,caught-up,false,,,Drama; Crime,"The story of the legalization and subsequent rise of the porn industry in New York’s Times Square from the early ’70s through the mid ’80s, exploring the rough-and-tumble world that existed there until the rise of HIV, the violence of the cocaine epidemic and the renewed real estate market ended the bawdy turbulence of the area.",new york city; sex shop; pornography; 1970s; brothel; peep show; times square; drug use; prostitution; porn industry; street walker; pimps; sex trade; 1980s; sex show,en,7.57,435,16.861,29004; 92391; 58950; 124861; 305757; 29068; 512; 524; 207399; 92785; 59579; 125242; 549; 92743; 625; 29458; 207795; 240067; 29574; 29650,54650; 71694; 4040; 1908; 66676; 79086; 119845; 246246; 101591; 64836; 64387; 63535; 68735; 153657; 112693; 97890; 1104; 132016; 60574; 72745,Peaky Blinders; Mad Men; Power; Snowfall; Godfather of Harlem,Dick Wolf; Courtney Kemp Agboh; Robert Munic,historical; ensemble; social-drama,gritty; dark; slow-burn; character-driven,social-inequality,,James Franco; Maggie Gyllenhaal; Chris Bauer; Chris Coy; Lawrence Gilliard Jr.,2017-09-10,,David Simon,,Ended,3,25,2026-09-18,93,85,87,79,8.1,35052,0,0,0,0,1,18,1 win & 18 nominations total,2026-09-10,false,,,false,100,90,59,73,89,83,20,Creator Match — You've loved 3 titles from creator David Simon before.
show:203857,The Diplomat,2023,show,Watched,196192,tt17491088,203857,10,2026-07-29T00:18:45.000Z,22,1970-01-01T00:00:00.000Z,22,caught-up,true,,,Drama; War & Politics,"Amid an international crisis, a US diplomat contends with her high-profile job as ambassador to the UK and her strained marriage to a political star.","london, england; ambassador; diplomat; marriage; politics; politician; female politician; mourning; meditative; american diplomat; shocking; vexed; usa politics; political thriller; u.s. ambassador",en,7.6,478,22.4468,64840; 97801; 97859; 278589; 95480; 31880; 95249; 95259; 2134; 62187; 62202; 307860; 307900; 95396; 62097; 95286; 2204; 31911; 242537; 209751,67026; 219971; 64464; 1407; 86733; 69480; 240740; 80307; 114922; 245927; 4588; 61014; 48433; 63646; 138169; 240459; 1973; 194567; 44037; 216082,Severance; Homeland; 24; 11.22.63; Bodyguard,,political; workplace-drama,witty; intense; thoughtful; character-driven,politics-power,,Keri Russell; Rufus Sewell; David Gyasi; Ali Ahn; Rory Kinnear,2023-04-20,,Debora Cahn,,Returning Series,4,30,2026-09-18,92,,74,,8,97245,0,0,0,3,6,56,Nominated for 3 Primetime Emmys. 6 wins & 56 nominations total,2026-09-10,false,,,false,100,90,60,80,92,74,92,Creator Match — You've loved 1 title from creator Debora Cahn before.
show:122066,The Dropout,2022,show,Watched,156449,tt10166622,122066,8,2022-04-07T00:00:00.000Z,8,1970-01-01T00:00:00.000Z,8,caught-up,false,,,Drama,"The story of Elizabeth Holmes, the enigmatic Stanford dropout who founded medical testing start-up Theranos. Lauded as a Steve Jobs for the next tech generation and once worth billions of dollars, the myth crumbled when it was revealed that none of the tech actually worked, putting thousands of people's health in grave danger.",technology; fraud; based on true story; business start-up; overachiever; secret relationship; young entrepreneur; tech investor; false claims; blood test; college dropout; american woman; american businesswoman,en,7.351,372,10.3469,60875; 1424; 241084; 241100; 94065; 93972; 93975; 94028; 208883; 126301; 126367; 126421; 241480; 241501; 61239; 61246; 61331; 277862; 91978; 28599,218351; 117821; 287167; 270734; 59659; 1423; 94028; 201289; 116761; 81349; 130464; 37680; 126301; 225634; 90399; 239826; 246246; 71715; 206916; 107365,Suits; Orange Is the New Black; Ray Donovan; Devs; Good Girls,,biography; workplace-drama; docudrama,gritty; dark; slow-burn; character-driven,workplace-culture,,Amanda Seyfried; Naveen Andrews,2022-03-03,,Elizabeth Meriwether,,Ended,1,8,2026-09-18,90,75,83,73,7.5,41601,0,0,1,0,10,28,Won 1 Primetime Emmy. 10 wins & 28 nominations total,2026-09-10,false,,,false,91,90,57,74,83,78,68,"Similar Title — Similar to Super Pumped, which you loved."
show:253370,The Eastern Gate,2025,show,Watched,238102,tt35503291,253370,8,2025-03-07T00:00:00.000Z,6,1970-01-01T00:00:00.000Z,6,caught-up,false,,,War & Politics; Action & Adventure; Mystery,"Ewa Oginiec wants to leave the secret service and start over after a personal tragedy but things take a turn when her partner, also an agent, is exposed by Russian intelligence and mysteriously disappears.","espionage; secret service; russia; belarus; belarusian border; risky situations; minsk, belarus; suspense thriller",pl,6.694,36,8.0372,1407; 241315; 241473; 61157; 1918; 61859; 1973; 2115; 31731; 127366; 308467; 2875; 2919; 63171; 210992; 34835; 35430; 6513; 132211; 249565,129552; 225385; 60855; 6526; 114926; 50558; 34639; 66857; 246412; 222766; 80307; 65820; 120452; 4955; 271855; 347; 4607; 125909; 11095; 71789,Lost; Homeland; 24; SEAL Team; The Night Manager,,spy-espionage; political; military-drama,gritty; suspenseful; dark; intense,espionage-national-security,,Lena Góra; Andrzej Konopka; Bartłomiej Topa; Ewelina Starejki; Karol Pocheć,2025-01-31,,,,Returning Series,2,7,2026-09-18,89,,89,,7,1173,0,0,0,0,0,0,N/A,2026-09-10,false,,,false,80,65,35,49,89,89,0,"Similar Title — Similar to Lost and Homeland, which you loved."
show:99346,The English,2022,show,Watched,187261,tt11771270,99346,8,2022-12-15T00:00:00.000Z,6,1970-01-01T00:00:00.000Z,6,caught-up,false,,,Drama; Western,"An aristocratic Englishwoman, Lady Cornelia Locke, arrives into the new and wild landscape of the American West to wreak revenge on the man she sees as responsible for the death of her son.",revenge; miniseries; death of son; american west; town; 1890s,en,7.267,247,8.6266,239496; 352; 29004; 275707; 58950; 260; 59149; 239336; 28804; 207267; 207333; 207334; 305830; 232; 235; 383; 92647; 239711; 207363; 207372,89498; 2562; 240993; 201877; 1406; 215866; 1401; 20056; 118357; 122235; 43901; 70384; 66025; 73467; 73586; 1973; 157744; 1423; 138971; 1436,Yellowstone; 24; 1883; Deadwood; Justified,Taylor Sheridan,historical,atmospheric; gritty; thoughtful; melancholy,frontier-westward,,Emily Blunt; Chaske Spencer,2022-11-10,49,Hugo Blick,,Ended,1,6,2026-09-18,84,74,84,70,7.8,32937,0,0,0,0,3,18,Nominated for 5 BAFTA 3 wins & 18 nominations total,2026-09-10,false,,,false,89,90,53,72,79,77,24,Cast Affinity — You've loved 2 titles with Emily Blunt before.
show:226362,The Eternaut,2025,show,Watched,205347,tt27740241,226362,7,2025-04-30T00:00:00.000Z,6,1970-01-01T00:00:00.000Z,6,caught-up,false,,,Drama; Action & Adventure; Sci-Fi & Fantasy,"After a devastating toxic snowfall kills millions, Juan Salvo and a group of survivors in Buenos Aires must resist an invisible threat from another world.",extraterrestrial technology; snowstorm; alien invasion; based on graphic novel; aliens,es,7.453,565,9.3273,124834; 125118; 486; 125453; 164; 1281; 208397; 60656; 60866; 1402; 1550; 1441; 94305; 1649; 31109; 61538; 31606; 2203; 127235; 2230,34967; 71340; 86374; 1402; 114472; 79788; 2203; 128839; 51704; 127235; 62643; 88987; 71663; 63210; 65820; 21494; 71912; 203555; 247721; 79680,The Walking Dead; The Witcher; DC's Legends of Tomorrow; Heartstopper; Watchmen,,alien-invasion; post-apocalyptic; survival-drama,gritty; dark; intense; suspenseful,survival,,Ricardo Darín; Carla Peterson; César Troncoso; Andrea Pietra; Ariel Staltari,2025-04-30,,Bruno Stagnaro,,Returning Series,1,6,2026-09-18,96,73,88,78,7.3,35583,0,0,0,0,1,1,1 win & 1 nomination total,2026-09-10,false,,,false,72,90,61,73,85,83,3,"Similar Title — Similar to Watchmen, which you loved."
movie:804095,The Fabelmans,2022,movie,Watched,638767,tt14208870,804095,7,2022-11-11T00:00:00.000Z,1,2022-11-11T00:00:00.000Z,,,false,,,Drama,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",high school; husband wife relationship; arizona; bullying; family relationships; coming of age; teenage boy; filmmaking; childhood; semi autobiographical; marital problem; big dreams; father son relationship; mother son relationship; inspirational,en,7.558,2875,14.474,1686640; 1687476; 1492401; 369557; 1509725; 1703934; 387566; 152748; 589048; 1148301; 746321; 1139580; 401945; 400652; 575813; 744952; 744991; 1716442; 757849; 1190683,85350; 537681; 393457; 169813; 1122618; 47697; 328425; 21291; 336000; 765897; 467936; 558915; 300666; 447655; 294016; 567690; 374461; 68430; 26036; 617784,The Gift; Sing Street,,coming-of-age; family-drama,nostalgic; inspirational; thoughtful; melancholy,artistic-creative,,Michelle Williams; Paul Dano; Seth Rogen; Gabriel LaBelle; Mateo Zoryan Francis-DeFord,2022-11-11,151,Steven Spielberg,,,,,2026-09-18,92,85,83,74,7.5,134468,0,7,0,0,32,298,Nominated for 7 Oscars. 32 wins & 298 nominations total,2026-09-10,false,,,false,86,95,77,82,89,79,100,Creator Match — You've loved 2 titles from director Steven Spielberg before.
show:49010,The Fall,2013,show,Watched,48703,tt2294189,49010,8,2016-10-23T00:00:00.000Z,17,1970-01-01T00:00:00.000Z,17,caught-up,false,,,Drama; Crime,"When the Police Service of Northern Ireland are unable to close a case after 28 days, Detective Superintendent Stella Gibson of the Metropolitan Police Service is called in to review the case. Under her new leadership, the local detectives must track down and stop a serial killer who is terrorising the city of Belfast.",northern ireland; serial killer; psychological thriller; cat and mouse; female detective; family tension; manhunt; criminal psychology; violence; thriller; obsessive behavior; belfast; detective investigation; methodical killer; police task force,en,7.679,1005,12.4645,239385; 318; 92246; 207307; 125030; 305793; 92602; 239711; 207371; 239558; 239663; 276091; 239740; 92739; 623; 92891; 92926; 207795; 240151; 93166,1426; 218344; 6322; 245703; 92926; 247518; 87773; 287238; 135868; 91875; 112693; 67743; 204490; 1405; 40675; 4170; 4057; 157064; 259731; 241372,Dexter; Criminal Minds; Luther; HIS & HERS; Dept. Q,,police-procedural; psychological-thriller,gritty; dark; intense; suspenseful,crime-investigation,,Gillian Anderson; Jamie Dornan; Niamh McGrady; John Lynch; Colin Morgan,2013-05-12,57,Allan Cubitt,,Ended,3,17,2026-09-18,97,79,74,73,8.1,129493,0,0,0,0,9,24,Nominated for 2 BAFTA 9 wins & 24 nominations total,2026-09-10,false,,,false,67,95,67,82,88,74,42,"Similar Title — Similar to Dexter, which you loved."
show:157065,The Fall of the House of Usher,2023,show,Watched,189388,tt15567174,157065,8,2023-10-12T00:00:00.000Z,8,1970-01-01T00:00:00.000Z,8,caught-up,false,,,Mystery; Drama,"To secure their fortune — and future — two ruthless siblings build a family dynasty that begins to crumble when their heirs mysteriously die, one by one.",insanity; haunting; miniseries; mansion; gothic horror; madness; based on short story; ghost; mysterious death; pharmaceuticals company; supernatural power; secret; horror,en,7.557,882,11.4655,34647; 34654; 34671; 34677; 62208; 32022; 2229; 2239; 242453; 31808; 95344; 278511; 278542; 242590; 278624; 278649; 95459; 95465; 31943; 278754,109958; 245827; 240920; 126254; 19531; 250504; 259731; 220801; 244244; 88055; 123192; 31917; 129612; 67135; 80213; 71116; 253321; 39358; 129680; 283297,The Purge; Pretty Little Liars; The Haunting of Bly Manor; Servant; Revenge,Mike Flanagan,family-drama; supernatural-horror,dark,revenge,,Carla Gugino; Bruce Greenwood; Mary McDonnell; Henry Thomas; Kate Siegel,2023-10-12,,Mike Flanagan,,Ended,1,8,2026-09-18,91,73,81,65,7.9,130001,0,0,0,0,5,27,5 wins & 27 nominations total,2026-09-10,false,,,false,75,90,66,82,82,73,37,"Similar Title — Similar to Lucky, which you loved."
movie:45317,The Fighter,2010,movie,Watched,30905,tt0964517,45317,10,2026-08-21T15:17:08.000Z,1,2010-12-10T00:00:00.000Z,,,false,,,Drama,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",sports; irish-american; boxer; biography; family business ; dysfunctional family; family conflict; hometown; boxing trainer; crack addict; lowell massachusetts; jumping rope; shadow boxing; boxing; boxer hero,en,7.377,4840,10.3735,123690; 123610; 370222; 122291; 122322; 1316989; 152737; 1520801; 1144647; 402693; 589223; 403340; 172947; 957275; 760499; 762064; 401806; 1720675; 434638; 434644,164457; 307081; 1578; 332979; 809140; 1662; 312221; 87492; 1287322; 502122; 436932; 1422; 51209; 606870; 1215798; 12400; 398978; 28528; 16219; 842544,The Departed; Creed; The Irishman; Southpaw; Raging Bull,Martin Scorsese,biography; family-drama,gritty; inspirational; character-driven; intense,sports-competition,,Mark Wahlberg; Christian Bale; Amy Adams; Melissa Leo; Mickey O'Keefe,2010-12-10,116,David O. Russell,,,,,2026-09-18,91,79,89,80,7.8,405736,2,0,0,0,74,123,Won 2 Oscars. 74 wins & 123 nominations total,2026-09-10,false,,,false,100,95,82,90,85,85,100,Creator Match — You've loved 2 titles from director David O. Russell before.
movie:310307,The Founder,2016,movie,Watched,220447,tt4276820,310307,10,2017-01-20T00:00:00.000Z,1,2017-01-20T00:00:00.000Z,,,false,,,Drama; History,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",greed; ambition; biography; family business ; based on true story; salesman; corporate greed; fast food; corporate power; 1950s; burger; mcdonald's,en,7.153,5529,13.1968,1316989; 1509659; 762064; 762148; 1151543; 399440; 401806; 403340; 589223; 403383; 403480; 174950; 589818; 589856; 175898; 402693; 761226; 727366; 1492198; 924154,115782; 13554; 10435; 11450; 627725; 14534; 359724; 461115; 418879; 1317149; 878361; 862557; 19140; 458131; 760336; 614560; 936075; 727306; 339380; 739986,Ford v Ferrari; Michael; Jobs; The Banker; On the Basis of Sex,,workplace-drama; historical; character-study,gritty; character-driven; dark,deception-secrets,,Michael Keaton; Nick Offerman; John Carroll Lynch; Linda Cardellini; B.J. Novak,2016-11-24,115,John Lee Hancock,,,,,2026-09-18,80,66,82,74,7.2,202700,0,0,0,0,1,5,1 win & 5 nominations total,2026-09-10,false,,,false,63,100,84,85,73,78,7,Creator Match — You've loved 1 title from director John Lee Hancock before.
show:243316,The Four Seasons,2025,show,Watched,220439,tt30826447,243316,8,2026-07-29T00:14:03.000Z,16,1970-01-01T00:00:00.000Z,16,caught-up,false,,,Comedy,"The decades-long friendship between three married couples is tested when one divorces, complicating their tradition of quarterly weekend getaways.",friendship; based on movie,en,6.858,190,16.7958,239386; 275724; 255; 420; 370; 92635; 92685; 207371; 239598; 276114; 494; 605; 606; 537; 276349; 125305; 207704; 793; 240150; 93169,18202; 1568; 71884; 138089; 51345; 84282; 1088; 260458; 112211; 261363; 42032; 815; 64823; 65798; 2691; 4540; 61871; 69470; 1795; 71890,"Two and a Half Men; The Owl House; Sabrina, the Teenage Witch; Hey Arnold!; Santa Clarita Diet",,friendship-comedy; ensemble; dramedy,witty; character-driven; thoughtful; melancholy,marriage-relationships,,Tina Fey; Colman Domingo; Erika Henningsen; Kerri Kenney; Will Forte,2025-05-01,,Lang Fisher,,Returning Series,2,16,2026-09-18,82,65,69,61,7.2,24348,0,0,0,0,1,0,1 win total,2026-09-10,false,,,false,78,85,51,70,74,65,2,"Similar Title — Similar to Adults, which you loved."
show:236235,The Gentlemen,2024,show,New Episodes,211407,tt13210838,236235,8,2024-03-07T00:00:00.000Z,8,1970-01-01T00:00:00.000Z,16,in-progress,false,,,Comedy; Drama; Crime,"When aristocratic Eddie inherits the family estate, he discovers that it's home to an enormous weed empire — and its proprietors aren't going anywhere.",dark comedy; aristocrat; based on movie; offbeat; action,en,7.875,929,148.7931,3921; 278589; 209727; 62264; 62131; 2197; 2211; 62142; 278649; 62265; 127310; 62445; 32171; 2263; 2305; 2349; 2355; 2391; 2418; 62327,64199; 228421; 136044; 92621; 61922; 81358; 74317; 74577; 212246; 73552; 119845; 69659; 186; 226285; 116799; 71199; 67697; 226174; 83074; 156473,The End of the F***ing World; Ash vs Evil Dead; Weeds; Tales from the Crypt; The Lincoln Lawyer,David E. Kelley,organized-crime; crime-comedy; crime-thriller,atmospheric; witty; gritty; fast-paced,criminal-life,,Theo James; Kaya Scodelario; Daniel Ings; Joely Richardson; Vinnie Jones,2024-03-07,,Guy Ritchie,,Returning Series,2,16,2026-09-18,75,66,84,71,8,185329,0,0,1,0,4,30,Won 1 Primetime Emmy. 4 wins & 30 nominations total,2026-09-10,false,,,false,100,90,66,84,71,78,58,"Similar Title — Similar to Weeds and The Lincoln Lawyer, which you loved."
show:107114,The Girl From Plainville,2022,show,Watched,165442,tt12851512,107114,6,2022-05-03T00:00:00.000Z,8,1970-01-01T00:00:00.000Z,8,caught-up,false,,,Drama; Crime,"The controversial case of Michelle Carter, who was convicted in 2017 of involuntary manslaughter for encouraging the suicide of her then-boyfriend via texts and phone calls.",suicide; based on true story; 2010s,en,6.462,92,4.2498,62208; 62231; 95428; 95469; 95495; 95350; 278754; 242866; 209855; 62458; 279013; 95673; 62733; 127496; 127447; 210232; 32682; 62829; 127896; 243545,135868; 225634; 278178; 97082; 158083; 241372; 123192; 67384; 19614; 64836; 44856; 270734; 157064; 226174; 82883; 87773; 100414; 213306; 2850; 287238,The Act; It; Monsters: The Lyle and Erik Menendez Story; Goliath; I Will Find You,,true-crime; psychological-drama; legal,dark; character-driven,technology-surveillance,,Elle Fanning; Chloë Sevigny; Colton Ryan; Cara Buono; Kai Lennox,2022-03-29,,Liz Hannah,,Ended,1,8,2026-09-18,91,74,52,56,6.4,9137,0,0,0,0,1,7,1 win & 7 nominations total,2026-09-10,false,,,false,60,85,44,63,83,54,9,"Similar Title — Similar to Goliath, which you loved."
movie:346685,The Girl on the Train,2016,movie,Watched,224010,tt3631112,346685,7,2016-10-07T00:00:00.000Z,1,2016-10-07T00:00:00.000Z,,,false,,,Crime; Mystery; Thriller,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",infidelity; new york city; amnesia; based on novel or book; obsession; homicide; blackout; alcoholism; flashback; confusion; memory loss; domestic abuse; disappearance; female protagonist; psychological thriller,en,6.437,6153,8.149,728882; 1492219; 122263; 1686437; 1703959; 1705119; 573627; 152736; 1520850; 1136276; 1717815; 589060; 1134969; 401898; 401947; 1720661; 150658; 404035; 174669; 757860,210577; 520663; 11092; 46503; 169917; 26268; 30941; 9437; 840882; 860508; 619979; 258284; 419835; 3594; 12994; 40821; 1213; 9481; 11929; 31930,Gone Girl; The Talented Mr. Ripley; The Number 23; A Walk Among the Tombstones; The Woman in the Window,,psychological-thriller; murder-mystery,dark; suspenseful; twisty; slow-burn,crime-investigation,,Emily Blunt; Rebecca Ferguson; Haley Bennett; Luke Evans; Justin Theroux,2016-10-05,112,Tate Taylor,,,,,2026-09-18,44,48,49,72,6.5,206094,0,0,0,0,4,13,Nominated for 1 BAFTA Award4 wins & 13 nominations total,2026-09-10,false,,,false,64,100,85,85,46,61,21,Cast Affinity — You've loved 2 titles with Emily Blunt before.
show:64387,The Girlfriend Experience,2016,show,Watched,100225,tt3846642,64387,7,2021-06-20T00:00:00.000Z,37,1970-01-01T00:00:00.000Z,37,caught-up,false,,,Drama,"Explore the relationships between exclusive escorts and their clients, for whom they provide far more than just sex. Known as GFEs, they are women who provide “The Girlfriend Experience”—emotional and sexual relationships at a very high price.",new york city; prostitute; call girl; one-night stand; anthology; morality; prostitution; escort girl; casual sex; sexual relationship; erotic thriller; legal thriller; erotic; legal,en,6.989,458,24.0879,65; 105; 28571; 124613; 124817; 124822; 305605; 305596; 275631; 207110; 194; 91962; 28667; 917; 29917; 93287; 29854; 29855; 208307; 60436,67384; 32940; 246246; 132016; 15280; 202097; 78191; 72750; 126280; 116799; 65817; 138455; 262848; 81940; 131142; 241372; 47494; 205272; 10370; 69541,You; Sex and the City; Killing Eve; The Flight Attendant; The Lincoln Lawyer,David E. Kelley,anthology; psychological-drama,intense; thoughtful,power-corruption,,Julia Goldani Telles,2016-04-10,,Amy Seimetz,,Ended,3,37,2026-09-18,73,77,71,75,6.9,12540,0,0,0,0,3,14,3 wins & 14 nominations total,2026-09-10,false,,,false,76,90,59,66,75,73,20,"Similar Title — Similar to The Lincoln Lawyer and Goliath, which you loved."
show:218351,The Gold,2023,show,Watched,201653,tt14063678,218351,7,2025-06-23T00:00:00.000Z,12,1970-01-01T00:00:00.000Z,12,caught-up,false,,,Crime; Drama,"On 26 November 1983, six armed men break into the Brink's-Mat security depot, stumbling across gold bullion worth £26m.",robbery; based on true story; suspenseful; excited,en,7.337,83,12.7361,58937; 253; 92246; 92443; 275971; 207411; 207418; 276239; 92785; 59504; 59579; 125258; 207658; 92926; 207713; 276563; 790; 239966; 306213; 93168,156902; 209876; 278624; 119845; 67384; 64199; 241485; 87773; 96488; 65628; 4170; 285807; 76231; 85385; 138108; 84303; 153657; 64513; 228305; 72742,Star Trek; American Crime Story; Mayans M.C.; Agatha Christie's Poirot; Kaleidoscope,,historical; police-procedural,suspenseful,power-corruption,,Hugh Bonneville; Tom Cullen; Charlotte Spencer; Emun Elliott; Stefanie Martini,2023-02-12,,Neil Forsyth,,Ended,2,12,2026-09-18,96,76,87,69,7.4,9720,0,0,0,0,0,4,Nominated for 1 BAFTA Award4 nominations total,2026-09-10,false,,,false,100,85,43,64,86,78,4,"Similar Title — Similar to Goliath and Task, which you loved."
